Context,Horizon,AUROC,AUPRC,Best_Threshold,Best_TPR,Best_FPR,Precision_at_Best,Recall_at_Best,F1_at_Best
256,10,0.6130469127963232,0.21279650260917823,0.0011753231674512625,0.8044871794871795,0.5318396226415094,0.21769297484822203,0.8044871794871795,0.34266211604095564
256,20,0.5943188346637639,0.21063448516869476,0.013176336100047021,0.842948717948718,0.6096698113207547,0.2027756360832691,0.842948717948718,0.326911124922312
512,10,0.6684762286324786,0.3435759663226081,0.0007597655471596588,0.8141025641025641,0.4652777777777778,0.2748917748917749,0.8141025641025641,0.4110032362459547
512,20,0.6501624821937322,0.34306275153753624,0.011557180542767914,0.842948717948718,0.5465277777777777,0.25047619047619046,0.842948717948718,0.38619676945668135
