FPR,TPR,Threshold
0.0,0.0,inf
0.000641025641025641,0.0,3.9249307764478654
0.09358974358974359,0.0,1.122593612647065
0.09358974358974359,0.18181818181818182,1.1222692259440792
0.11217948717948718,0.18181818181818182,0.8859247616142605
0.11217948717948718,0.2727272727272727,0.8658498052204581
0.11730769230769231,0.2727272727272727,0.8330349855136874
0.11730769230769231,0.36363636363636365,0.8275683839328221
0.12884615384615383,0.36363636363636365,0.789717431671559
0.12884615384615383,0.45454545454545453,0.7878385729561499
0.275,0.45454545454545453,0.5013768068476395
0.275,0.6363636363636364,0.500376283071924
0.28012820512820513,0.6363636363636364,0.49489368124334115
0.28012820512820513,0.7272727272727273,0.4944708407431279
0.6923076923076923,0.7272727272727273,0.16764070281154655
0.6923076923076923,0.8181818181818182,0.16751405330396285
0.7006410256410256,0.8181818181818182,0.16620540937004358
0.7006410256410256,0.9090909090909091,0.166154810410628
0.7051282051282052,0.9090909090909091,0.16549243133821034
0.7051282051282052,1.0,0.16530741161408424
0.9942307692307693,1.0,0.056199634375990244
1.0,1.0,0.0
