Context,Horizon,AUROC,AUPRC,Best_Threshold,Precision_at_Best,Recall_at_Best,F1_at_Best
512,1,0.9825256602622268,0.9925835230421827,5357.946323788792,1.0,0.9388028303690954,0.9684355888735451
