FPR,TPR,Threshold
0.0,0.0,inf
0.0,0.00019124115509657678,212.4549768334064
0.0,0.04322050105182635,0.2533370972947969
0.00036832412523020257,0.04322050105182635,0.2489025764633517
0.00036832412523020257,0.048575253394530504,0.21237727765776226
0.0007366482504604051,0.048575253394530504,0.21200265423001574
0.0007366482504604051,0.051061388410786,0.19694279729229353
0.0011049723756906078,0.051061388410786,0.19624265772408991
0.0011049723756906078,0.05297379996175177,0.186896610653994
0.0014732965009208103,0.05297379996175177,0.18683341796110783
0.0014732965009208103,0.05641614075349015,0.17399562715262407
0.001841620626151013,0.05641614075349015,0.17363721692224
0.001841620626151013,0.05871103461464907,0.1620245971132307
0.0022099447513812156,0.05871103461464907,0.1610464551704852
0.0022099447513812156,0.05966724039013196,0.15765002198924066
0.002578268876611418,0.05966724039013196,0.15436066903487144
0.002578268876611418,0.06138841078600115,0.1511312770705027
0.0029465930018416206,0.06138841078600115,0.15107918555666144
0.0029465930018416206,0.0642570281124498,0.1440415325215472
0.0033149171270718232,0.0642570281124498,0.14400361386199734
0.0033149171270718232,0.06463951042264296,0.14232194539179122
0.003683241252302026,0.06463951042264296,0.1421207713011263
0.003683241252302026,0.06502199273283611,0.14086545264144967
0.004051565377532229,0.06502199273283611,0.1407049650931236
0.004051565377532229,0.06750812774909161,0.13660559577914583
0.004419889502762431,0.06750812774909161,0.13573168040629438
0.004419889502762431,0.0742015681774718,0.12607639648805263
0.004788213627992633,0.0742015681774718,0.12599044085199057
0.004788213627992633,0.07439280933256837,0.12592733194193598
0.005156537753222836,0.07439280933256837,0.1258421183188049
0.005156537753222836,0.07592273857334099,0.12398801964729476
0.0055248618784530384,0.07592273857334099,0.12261115200711174
0.0055248618784530384,0.07840887358959649,0.11949243893390094
0.005893186003683241,0.07840887358959649,0.11949009936254829
0.005893186003683241,0.08127749091604514,0.11612784728693441
0.006261510128913444,0.08127749091604514,0.11602778607128422
0.006261510128913444,0.0824249378466246,0.11453433695362622
0.0066298342541436465,0.0824249378466246,0.11451733503621589
0.0066298342541436465,0.08376362593230063,0.11317002827027094
0.006998158379373849,0.08376362593230063,0.11313373840946933
0.006998158379373849,0.0864410021036527,0.11110201694957371
0.007366482504604052,0.0864410021036527,0.11098457457560817
0.007366482504604052,0.08720596672403902,0.11007506493718437
0.0077348066298342545,0.08720596672403902,0.11005030957002276
0.0077348066298342545,0.08816217249952189,0.10928639640592558
0.00847145488029466,0.08816217249952189,0.10909974036687324
0.00847145488029466,0.09676802447886786,0.10280311076687611
0.008839779005524863,0.09676802447886786,0.1027850200216704
0.008839779005524863,0.0996366418053165,0.10006997005069868
0.009208103130755065,0.0996366418053165,0.09993363412515016
0.009208103130755065,0.10652132338879326,0.09613616889619975
0.009576427255985266,0.10652132338879326,0.09604137721169051
0.009576427255985266,0.11264104035188373,0.09345155164273114
0.009944751381215469,0.11264104035188373,0.09343810799788677
0.009944751381215469,0.11684834576400842,0.09201852678175487
0.010313075506445672,0.11684834576400842,0.09200593109659197
0.010313075506445672,0.12162937464142283,0.0902324064107909
0.010681399631675874,0.12162937464142283,0.09013034910714927
0.010681399631675874,0.12774909160451328,0.08809862762612668
0.011049723756906077,0.12774909160451328,0.08792173119164774
0.011049723756906077,0.1285140562248996,0.08752699316314905
0.01141804788213628,0.1285140562248996,0.0874512927906827
0.01141804788213628,0.13386880856760375,0.08565820389419314
0.011786372007366482,0.13386880856760375,0.08556078666878612
0.011786372007366482,0.14438707209791546,0.08255095361645268
0.012154696132596685,0.14438707209791546,0.0825211454856728
0.012154696132596685,0.1451520367183018,0.08224143414890789
0.012523020257826888,0.1451520367183018,0.08222665910919552
0.012523020257826888,0.14974182444061962,0.08052820671553672
0.01289134438305709,0.14974182444061962,0.08045783178182334
0.01289134438305709,0.153184165232358,0.07938103598796423
0.013259668508287293,0.153184165232358,0.07927149634442375
0.013259668508287293,0.15356664754255114,0.07920365883303296
0.013627992633517496,0.15356664754255114,0.07914790930828204
0.013627992633517496,0.1572002294893861,0.07816235782819182
0.013996316758747698,0.1572002294893861,0.07812304002165127
0.013996316758747698,0.18454771466819658,0.07065368160169572
0.014364640883977901,0.18454771466819658,0.07064864925127541
0.014364640883977901,0.18799005545993497,0.06997296307485049
0.014732965009208104,0.18799005545993497,0.0698700796330045
0.014732965009208104,0.19219736087205966,0.06920221965537454
0.015101289134438306,0.19219736087205966,0.06911133572611393
0.015101289134438306,0.1927710843373494,0.06903413015319958
0.015469613259668509,0.1927710843373494,0.06903053385806532
0.015469613259668509,0.19315356664754255,0.06896467221304045
0.01583793738489871,0.19315356664754255,0.0689482568476699
0.01583793738489871,0.2027156244023714,0.06757976908055924
0.016206261510128914,0.2027156244023714,0.06746736321907337
0.016206261510128914,0.2034805890227577,0.06726669886547137
