Recall,Precision
1.0,0.132650816043902
1.0,0.1326662697077174
0.9999024295053176,0.13265504252262048
0.9999024295053176,0.13265675969554186
0.9999024295053176,0.1326584769129202
0.9998048590106352,0.1326472491909385
0.9998048590106352,0.13264896632966122
0.9998048590106352,0.13265068351284176
0.9998048590106352,0.13265240074048182
0.9997072885159528,0.13264117235843928
0.9996097180212704,0.13262994368567546
0.9996097180212704,0.13263166071151158
0.9996097180212704,0.13263337778180548
0.9996097180212704,0.13263509489655886
0.9996097180212704,0.1326368120557735
0.9996097180212704,0.13263852925945105
0.999512147526588,0.13262729968021336
0.999512147526588,0.1326290168051995
0.999512147526588,0.13263073397464945
0.9994145770319055,0.13261950385830443
0.9994145770319055,0.1326212209490516
0.9994145770319055,0.1326229380842634
0.9993170065372231,0.13261170743076145
0.9993170065372231,0.13261342448725916
0.9992194360425407,0.13260219341974078
0.9991218655478583,0.1325909620613751
0.9991218655478583,0.13259267891595125
0.9991218655478583,0.13259439581498939
0.9991218655478583,0.1325961127584912
0.9991218655478583,0.13259782974645845
0.9991218655478583,0.13259954677889285
0.9991218655478583,0.13260126385579613
0.9991218655478583,0.13260298097717002
0.9990242950531759,0.1325917484654632
0.9990242950531759,0.13259346550808718
0.9990242950531759,0.1325951825951826
0.9990242950531759,0.13259689972675118
0.9990242950531759,0.13259861690279467
0.9990242950531759,0.13260033412331482
0.9990242950531759,0.1326020513883133
0.9990242950531759,0.1326037686977919
0.9989267245584935,0.13259253503250706
0.9989267245584935,0.1325942522632199
0.9989267245584935,0.1325959695384137
0.9989267245584935,0.13259768685809017
0.9989267245584935,0.132599404222251
0.9989267245584935,0.13260112163089796
0.9989267245584935,0.13260283908403275
0.9989267245584935,0.1326045565816571
0.9988291540638111,0.1325933217625573
0.9988291540638111,0.13259503918140017
0.9988291540638111,0.13259675664473344
0.9988291540638111,0.13259847415255885
0.9988291540638111,0.1326001917048781
0.9988291540638111,0.132601909301693
0.9988291540638111,0.13260362694300518
0.9988291540638111,0.13260534462881643
0.9988291540638111,0.13260706235912847
0.9988291540638111,0.13260878013394303
0.9987315835691287,0.13259754391419246
0.9987315835691287,0.1325992616102079
0.9986340130744463,0.13258802497603442
0.9986340130744463,0.13258974259324033
0.9986340130744463,0.1325914602549487
0.9986340130744463,0.13259317796116127
0.9986340130744463,0.13259489571187977
0.9986340130744463,0.13259661350710594
0.9986340130744463,0.13259833134684149
0.9986340130744463,0.13260004923108815
0.9985364425797639,0.13258881144248957
0.9985364425797639,0.13259052924791087
0.9985364425797639,0.13259224709784412
0.9985364425797639,0.13259396499229104
0.9985364425797639,0.1325956829312534
0.9985364425797639,0.1325974009147329
0.9985364425797639,0.13259911894273127
0.9985364425797639,0.13260083701525027
0.9985364425797639,0.13260255513229158
0.9985364425797639,0.132604273293857
0.9985364425797639,0.13260599149994817
0.9985364425797639,0.1326077097505669
0.9985364425797639,0.13260942804571488
0.9985364425797639,0.13261114638539387
0.9984388720850814,0.1325999067019126
0.9984388720850814,0.13260162496274508
0.9984388720850814,0.13260334326810938
0.9984388720850814,0.13260506161800723
0.9984388720850814,0.1326067800124404
0.9984388720850814,0.13260849845141057
0.9984388720850814,0.13261021693491953
0.9984388720850814,0.13261193546296896
0.9984388720850814,0.13261365403556064
0.9984388720850814,0.13261537265269624
0.9984388720850814,0.13261709131437754
0.9984388720850814,0.13261881002060627
0.9984388720850814,0.13262052877138414
0.9984388720850814,0.1326222475667129
0.9984388720850814,0.13262396640659427
0.9984388720850814,0.13262568529102997
0.9984388720850814,0.13262740422002178
0.9984388720850814,0.13262912319357137
0.998341301590399,0.13261788112087514
0.998341301590399,0.1326196000155535
0.998341301590399,0.13262131895479054
0.998341301590399,0.13262303793858796
0.9982437310957166,0.13261179520414776
0.9982437310957166,0.1326135141090617
0.9982437310957166,0.13261523305853684
0.9982437310957166,0.13261695205257495
0.9982437310957166,0.13261867109117775
0.9982437310957166,0.132620390174347
0.9982437310957166,0.1326221093020844
0.9982437310957166,0.13262382847439172
0.9982437310957166,0.13262554769127063
0.9982437310957166,0.13262726695272295
0.9982437310957166,0.13262898625875033
0.9982437310957166,0.13263070560935455
0.9982437310957166,0.1326324250045373
0.9982437310957166,0.1326341444443004
0.9981461606010342,0.13262289981331674
0.9981461606010342,0.13262461917417515
0.9981461606010342,0.1326263385796147
0.9981461606010342,0.13262805802963712
0.9981461606010342,0.13262977752424415
0.9981461606010342,0.13263149706343752
0.9980485901063518,0.13262025152340204
0.9980485901063518,0.1326219709836767
0.9980485901063518,0.13262369048853853
0.9980485901063518,0.13262541003798928
0.9980485901063518,0.13262712963203072
0.9980485901063518,0.1326288492706645
0.9980485901063518,0.13263056895389244
0.9980485901063518,0.13263228868171623
0.9980485901063518,0.1326340084541376
0.9980485901063518,0.1326357282711583
0.9980485901063518,0.13263744813278008
0.9980485901063518,0.13263916803900466
0.9980485901063518,0.13264088798983376
0.9980485901063518,0.13264260798526914
0.9980485901063518,0.1326443280253125
0.9980485901063518,0.13264604810996564
0.9980485901063518,0.13264776823923022
0.9980485901063518,0.13264948841310803
0.9980485901063518,0.1326512086316008
0.9980485901063518,0.13265292889471023
0.9980485901063518,0.13265464920243808
0.9980485901063518,0.13265636955478607
0.9980485901063518,0.132658089951756
0.9980485901063518,0.1326598103933495
0.9980485901063518,0.1326615308795684
0.9980485901063518,0.13266325141041438
0.9980485901063518,0.1326649719858892
0.9980485901063518,0.1326666926059946
0.9980485901063518,0.13266841327073228
0.9979510196116694,0.13265716397971491
0.9979510196116694,0.13265888456549935
0.9979510196116694,0.13266060519591694
0.9979510196116694,0.1326623258709694
0.9979510196116694,0.13266404659065853
0.9979510196116694,0.132665767354986
0.9979510196116694,0.13266748816395357
0.997853449116987,0.13265623783952057
0.997853449116987,0.13265795856951992
0.997853449116987,0.13265967934416023
0.997853449116987,0.13266140016344322
0.997853449116987,0.1326631210273706
0.997853449116987,0.13266484193594416
0.997853449116987,0.13266656288916562
0.997853449116987,0.13266828388703672
0.997853449116987,0.1326700049295592
0.997853449116987,0.13267172601673477
0.997853449116987,0.1326734471485652
0.997853449116987,0.13267516832505222
0.997853449116987,0.13267688954619755
0.997853449116987,0.13267861081200297
0.997853449116987,0.13268033212247016
0.997853449116987,0.1326820534776009
0.997853449116987,0.1326837748773969
0.997853449116987,0.13268549632185997
0.997853449116987,0.13268721781099174
0.997853449116987,0.13268893934479403
0.997853449116987,0.13269066092326856
0.9977558786223046,0.1326794078341313
0.9977558786223046,0.13268112933361012
0.9977558786223046,0.13268285087776208
0.9977558786223046,0.13268457246658882
0.9977558786223046,0.1326862941000921
0.9977558786223046,0.13268801577827374
0.9977558786223046,0.13268973750113539
0.9977558786223046,0.13269145926867879
0.9977558786223046,0.13269318108090572
0.9977558786223046,0.1326949029378179
0.9977558786223046,0.1326966248394171
0.9977558786223046,0.13269834678570502
0.9977558786223046,0.13270006877668342
0.9977558786223046,0.132701790812354
0.9977558786223046,0.13270351289271856
0.9977558786223046,0.1327052350177788
0.9977558786223046,0.1327069571875365
0.9977558786223046,0.13270867940199335
0.9977558786223046,0.13271040166115114
0.9977558786223046,0.13271212396501156
0.9977558786223046,0.13271384631357636
0.9977558786223046,0.13271556870684734
0.9976583081276222,0.13270431272793345
0.9976583081276222,0.1327060350421804
0.9976583081276222,0.13270775740113433
0.9976583081276222,0.132709479804797
0.9976583081276222,0.13271120225317015
0.9976583081276222,0.13271292474625548
0.9976583081276222,0.13271464728405477
0.9976583081276222,0.13271636986656976
0.9976583081276222,0.13271809249380218
0.9976583081276222,0.13271981516575374
0.9976583081276222,0.13272153788242624
0.9976583081276222,0.1327232606438214
0.9976583081276222,0.13272498344994094
0.9976583081276222,0.13272670630078662
0.9975607376329398,0.13271544842088867
0.9975607376329398,0.13271717119268914
0.9975607376329398,0.1327188940092166
0.9975607376329398,0.1327206168704728
0.9975607376329398,0.13272233977645945
0.9975607376329398,0.13272406272717832
0.9975607376329398,0.13272578572263116
0.9975607376329398,0.1327275087628197
0.9974631671382574,0.13271624972412988
0.9974631671382574,0.1327179726852573
0.9974631671382574,0.1327196956911213
0.9974631671382574,0.13272141874172358
0.9974631671382574,0.13272314183706588
0.9974631671382574,0.13272486497714997
0.9974631671382574,0.1327265881619776
0.9974631671382574,0.13272831139155047
0.9973655966435749,0.13271705119383026
0.9973655966435749,0.13271877434432616
0.9973655966435749,0.13272049753956816
0.9973655966435749,0.13272222077955803
0.9973655966435749,0.1327239440642975
0.9973655966435749,0.1327256673937883
0.9973655966435749,0.1327273907680322
0.9973655966435749,0.13272911418703093
0.9973655966435749,0.13273083765078622
0.9972680261488925,0.13271957616994753
0.9972680261488925,0.1327212995546091
0.9971704556542101,0.13271003765744707
0.9971704556542101,0.13271176096300433
0.9971704556542101,0.1327134843133181
0.9971704556542101,0.13271520770839015
0.9971704556542101,0.13271693114822222
0.9971704556542101,0.13271865463281604
0.9971704556542101,0.13272037816217339
0.9971704556542101,0.13272210173629598
0.9971704556542101,0.1327238253551856
0.9971704556542101,0.13272554901884392
0.9971704556542101,0.13272727272727272
0.9971704556542101,0.13272899648047376
0.9971704556542101,0.1327307202784488
0.9971704556542101,0.13273244412119953
0.9971704556542101,0.13273416800872773
0.9971704556542101,0.13273589194103513
0.9971704556542101,0.1327376159181235
0.9970728851595277,0.13272635174626266
0.9970728851595277,0.1327280756442228
0.9970728851595277,0.1327297995869647
0.9970728851595277,0.1327315235744902
0.9970728851595277,0.13273324760680097
0.9970728851595277,0.13273497168389878
0.9970728851595277,0.1327366958057854
0.9970728851595277,0.13273841997246252
0.9970728851595277,0.13274014418393193
0.9970728851595277,0.13274186844019537
0.9970728851595277,0.13274359274125455
0.9970728851595277,0.13274531708711126
0.9970728851595277,0.13274704147776725
0.9970728851595277,0.1327487659132242
0.9970728851595277,0.13275049039348394
0.9970728851595277,0.13275221491854816
0.9970728851595277,0.13275393948841863
0.9970728851595277,0.13275566410309708
0.9970728851595277,0.13275738876258525
0.9970728851595277,0.13275911346688493
0.9970728851595277,0.13276083821599782
0.9970728851595277,0.1327625630099257
0.9970728851595277,0.13276428784867028
0.9969753146648453,0.132753020657399
0.9969753146648453,0.13275474541698606
0.9969753146648453,0.1327564702213907
0.9969753146648453,0.13275819507061468
0.9969753146648453,0.13275991996465972
0.9969753146648453,0.13276164490352757
0.9969753146648453,0.13276336988722
0.9969753146648453,0.13276509491573874
0.9969753146648453,0.13276681998908552
0.9969753146648453,0.13276854510726213
0.9969753146648453,0.13277027027027027
0.996877744170163,0.1327590015462779
0.996877744170163,0.13276072663010993
0.996877744170163,0.13276245175877438
0.996877744170163,0.132764176932273
